step,candidate_term,lr_stat,df_diff,p_value,candidate_model
0,C(tense),1434.7526522970875,5,4.058001835680599e-308,selected_mixed_random_slopes__candidate__0__C_tense
0,C(semantic_role),19.573777662124485,1,9.678855850286963e-06,selected_mixed_random_slopes__candidate__0__C_semantic_role
0,C(valence),37.820280196348904,1,7.75711625347571e-10,selected_mixed_random_slopes__candidate__0__C_valence
0,C(syntactic_role),263.4709718437225,1,3.0057030062919443e-59,selected_mixed_random_slopes__candidate__0__C_syntactic_role
0,C(dominance),12.561311428551562,1,0.0003938152857081852,selected_mixed_random_slopes__candidate__0__C_dominance
0,log_frequency,2.115125969517976,1,0.14585005237609103,selected_mixed_random_slopes__candidate__0__log_frequency
0,lex_emb_norm,0.011992983549134806,1,0.9127960227057805,selected_mixed_random_slopes__candidate__0__lex_emb_norm
1,C(tense),1434.7526658748684,5,4.0579743439680876e-308,selected_mixed_random_slopes__candidate__1__C_tense
1,C(semantic_role),19.573725869966438,1,9.679118242440494e-06,selected_mixed_random_slopes__candidate__1__C_semantic_role
1,C(valence),37.820029069436714,1,7.758114871595039e-10,selected_mixed_random_slopes__candidate__1__C_valence
1,C(syntactic_role),133.07582168502267,1,8.702391278612396e-31,selected_mixed_random_slopes__candidate__1__C_syntactic_role
1,log_frequency,4.13623805923271,1,0.041974353003458066,selected_mixed_random_slopes__candidate__1__log_frequency
1,C(dominance),12.56138700444717,1,0.00039379935948129495,selected_mixed_random_slopes__candidate__1__C_dominance
